,from,to,distance_m,distance_km,duree_pied_min,duree_velo_min,duree_voiture_min
5235,Basilique Bir Messaouda,Citernes de la Malaga,1238,1.24,14.9,5.7,2.5
5236,Basilique Bir Messaouda,Cirque,1119,1.12,13.4,5.2,2.2
5237,Basilique Bir Messaouda,Edifice à colonnes (Jockey club de Carthage),705,0.71,8.5,3.3,1.4
5238,Basilique Bir Messaouda,Maison de la chasse aux sangliers,625,0.63,7.5,2.9,1.3
5239,Basilique Bir Messaouda,Odeon,953,0.95,11.4,4.4,1.9
5240,Basilique Bir Messaouda,Mosquée Imam Malek Ibn Anas,923,0.92,11.1,4.3,1.8
5241,Basilique Bir Messaouda,Monument circulaire,800,0.8,9.6,3.7,1.6
5242,Basilique Bir Messaouda,Monument circulaire(Martyrium),794,0.79,9.5,3.7,1.6
5243,Basilique Bir Messaouda,Basilique chretienne,833,0.83,10.0,3.8,1.7
5244,Basilique Bir Messaouda,Triconque,809,0.81,9.7,3.7,1.6
5245,Basilique Bir Messaouda,Basilique Bir Ftouha,1985,1.99,23.8,9.2,4.0
5246,Basilique Bir Messaouda,Maison de la course de chars,405,0.4,4.9,1.9,0.8
5247,Basilique Bir Messaouda,Monument a absides,424,0.42,5.1,2.0,0.8
5248,Basilique Bir Messaouda,Quartier Didon,107,0.11,1.3,0.5,0.2
5249,Basilique Bir Messaouda,Temple d'Apollon,89,0.09,1.1,0.4,0.2
5250,Basilique Bir Messaouda,Citernes Dar Saniet,2023,2.02,24.3,9.3,4.0
5251,Basilique Bir Messaouda,Crypte archeologique,511,0.51,6.1,2.4,1.0
5252,Basilique Bir Messaouda,Chapelle sainte monique,1610,1.61,19.3,7.4,3.2
5253,Basilique Bir Messaouda,Palais Essaada,3331,3.33,40.0,15.4,6.7
5254,Basilique Bir Messaouda,Palais Abdellia,3326,3.33,39.9,15.4,6.7
5255,Basilique Bir Messaouda,Arrondissement de la Marsa Medina,3777,3.78,45.3,17.4,7.6
5256,Basilique Bir Messaouda,Palais Ahmed Bey,3672,3.67,44.1,16.9,7.3
5257,Basilique Bir Messaouda,Cafe Houas,3647,3.65,43.8,16.8,7.3
5258,Basilique Bir Messaouda,Cafe Safsaf,3669,3.67,44.0,16.9,7.3
5259,Basilique Bir Messaouda,Kobbet el Houwa,3991,3.99,47.9,18.4,8.0
5260,Basilique Bir Messaouda,Cafe El Hafsi,3708,3.71,44.5,17.1,7.4
5261,Basilique Bir Messaouda,Palais Ksar Ettej,3496,3.5,42.0,16.1,7.0
5262,Basilique Bir Messaouda,Le Vieux Souk,3611,3.61,43.3,16.7,7.2
5263,Basilique Bir Messaouda,Les vistiges de plage d'amilcar (carthage),2223,2.22,26.7,10.3,4.4
5264,Basilique Bir Messaouda,Acropolium de Carthage,553,0.55,6.6,2.6,1.1
5265,Quartier Didon,Theatre,608,0.61,7.3,2.8,1.2
5266,Quartier Didon,Parc des villas romaines,675,0.68,8.1,3.1,1.4
5267,Quartier Didon,Monastere de Bigua (maison de Tellus),709,0.71,8.5,3.3,1.4
5268,Quartier Didon,Maison du Cryptoportique,758,0.76,9.1,3.5,1.5
5269,Quartier Didon,Maison de la Basilique,827,0.83,9.9,3.8,1.7
5270,Quartier Didon,Maison de la Volière,822,0.82,9.9,3.8,1.6
5271,Quartier Didon,Maison de la Rotonde,818,0.82,9.8,3.8,1.6
5272,Quartier Didon,Maison des Lions,897,0.9,10.8,4.1,1.8
5273,Quartier Didon,Nécropole punique (Parc des villas romaines),739,0.74,8.9,3.4,1.5
5274,Quartier Didon,Nymphée,691,0.69,8.3,3.2,1.4
5275,Quartier Didon,Muraille de Thedose,1022,1.02,12.3,4.7,2.0
5276,Quartier Didon,Parc des thermes d'Antonin,514,0.51,6.2,2.4,1.0
5277,Quartier Didon,Chapelle d’Asterius,539,0.54,6.5,2.5,1.1
5278,Quartier Didon,Four punique,530,0.53,6.4,2.4,1.1
5279,Quartier Didon,Maison de la cachette,539,0.54,6.5,2.5,1.1
5280,Quartier Didon,Tombe de la Nécropole punique,644,0.64,7.7,3.0,1.3
5281,Quartier Didon,Basiliques byzantines,555,0.56,6.7,2.6,1.1
5282,Quartier Didon,Scholla,549,0.55,6.6,2.5,1.1
5283,Quartier Didon,Maison de Dionysos,619,0.62,7.4,2.9,1.2
5284,Quartier Didon,Nécropole punique (Parc des thermes d'antonin),637,0.64,7.6,2.9,1.3
5285,Quartier Didon,Thermes d'Antonin,671,0.67,8.1,3.1,1.3
5286,Quartier Didon,Latrines publiques,568,0.57,6.8,2.6,1.1
5287,Quartier Didon,Quartier Magon,303,0.3,3.6,1.4,0.6
5288,Quartier Didon,Tophet,1169,1.17,14.0,5.4,2.3
5289,Quartier Didon,Ports puniques,851,0.85,10.2,3.9,1.7
5290,Quartier Didon,Port militaire,742,0.74,8.9,3.4,1.5
5291,Quartier Didon,Port marchand,915,0.92,11.0,4.2,1.8
5292,Quartier Didon,Ilot de l’Amirauté,707,0.71,8.5,3.3,1.4
5293,Quartier Didon,Temple,722,0.72,8.7,3.3,1.4
5294,Quartier Didon,Hangar,731,0.73,8.8,3.4,1.5
5295,Quartier Didon,Colline de Byrsa,592,0.59,7.1,2.7,1.2
5296,Quartier Didon,Bibliotheque Tabularium,528,0.53,6.3,2.4,1.1
5297,Quartier Didon,Temple prostyle,540,0.54,6.5,2.5,1.1
5298,Quartier Didon,Grand Temple d'Esculape (d'Eshmoun),472,0.47,5.7,2.2,0.9
5299,Quartier Didon,Emplacement probable de la Basilique judiciaire,398,0.4,4.8,1.8,0.8
5300,Quartier Didon,"Absides ""Beule"" en contrebas",381,0.38,4.6,1.8,0.8
5301,Quartier Didon,Tombeaux puniques,521,0.52,6.2,2.4,1.0
5302,Quartier Didon,Musee national,490,0.49,5.9,2.3,1.0
5303,Quartier Didon,Tombeau punique (Ariche),553,0.55,6.6,2.6,1.1
5304,Quartier Didon,Emplacement de la Chapelle Saint Louis,412,0.41,4.9,1.9,0.8
5305,Quartier Didon,Emplacement probable de la curie,567,0.57,6.8,2.6,1.1
5306,Quartier Didon,Quartier Punique (Quartier Hannibal),454,0.45,5.5,2.1,0.9
5307,Quartier Didon,Cathedrale Saint Louis,597,0.6,7.2,2.8,1.2
5308,Quartier Didon,Beit El Hikma,324,0.32,3.9,1.5,0.6
5309,Quartier Didon,Musee Oceanographique (Dar El Hout),886,0.89,10.6,4.1,1.8
5310,Quartier Didon,Amphitheatre De  Carthage,1346,1.35,16.2,6.2,2.7
5311,Quartier Didon,Basilique Damous Karita,1212,1.21,14.5,5.6,2.4
5312,Quartier Didon,Rotonde ( Rotonde de Damous El Karita),1119,1.12,13.4,5.2,2.2
5313,Quartier Didon,Basilique Maiorum,1903,1.9,22.8,8.8,3.8
5314,Quartier Didon,Basilique Saint Cyprien,1650,1.65,19.8,7.6,3.3
5315,Quartier Didon,Musee Paleochretien Basilique de Cartagena,421,0.42,5.0,1.9,0.8
5316,Quartier Didon,Citernes de la Malaga,1269,1.27,15.2,5.9,2.5
5317,Quartier Didon,Cirque,1215,1.22,14.6,5.6,2.4
5318,Quartier Didon,Edifice à colonnes (Jockey club de Carthage),697,0.7,8.4,3.2,1.4
5319,Quartier Didon,Maison de la chasse aux sangliers,584,0.58,7.0,2.7,1.2
5320,Quartier Didon,Odeon,889,0.89,10.7,4.1,1.8
5321,Quartier Didon,Mosquée Imam Malek Ibn Anas,873,0.87,10.5,4.0,1.7
5322,Quartier Didon,Monument circulaire,769,0.77,9.2,3.6,1.5
5323,Quartier Didon,Monument circulaire(Martyrium),752,0.75,9.0,3.5,1.5
5324,Quartier Didon,Basilique chretienne,799,0.8,9.6,3.7,1.6
5325,Quartier Didon,Triconque,770,0.77,9.2,3.6,1.5
5326,Quartier Didon,Basilique Bir Ftouha,1953,1.95,23.4,9.0,3.9
5327,Quartier Didon,Maison de la course de chars,385,0.38,4.6,1.8,0.8
5328,Quartier Didon,Monument a absides,410,0.41,4.9,1.9,0.8
5329,Quartier Didon,Basilique Bir Messaouda,107,0.11,1.3,0.5,0.2
5330,Quartier Didon,Temple d'Apollon,24,0.02,0.3,0.1,0.0
5331,Quartier Didon,Citernes Dar Saniet,1935,1.93,23.2,8.9,3.9
5332,Quartier Didon,Crypte archeologique,526,0.53,6.3,2.4,1.1
5333,Quartier Didon,Chapelle sainte monique,1516,1.52,18.2,7.0,3.0
5334,Quartier Didon,Palais Essaada,3283,3.28,39.4,15.2,6.6
5335,Quartier Didon,Palais Abdellia,3290,3.29,39.5,15.2,6.6
5336,Quartier Didon,Arrondissement de la Marsa Medina,3732,3.73,44.8,17.2,7.5
5337,Quartier Didon,Palais Ahmed Bey,3621,3.62,43.5,16.7,7.2
5338,Quartier Didon,Cafe Houas,3596,3.6,43.1,16.6,7.2
5339,Quartier Didon,Cafe Safsaf,3617,3.62,43.4,16.7,7.2
5340,Quartier Didon,Kobbet el Houwa,3935,3.94,47.2,18.2,7.9
5341,Quartier Didon,Cafe El Hafsi,3652,3.65,43.8,16.9,7.3
5342,Quartier Didon,Palais Ksar Ettej,3445,3.45,41.3,15.9,6.9
5343,Quartier Didon,Le Vieux Souk,3559,3.56,42.7,16.4,7.1
5344,Quartier Didon,Les vistiges de plage d'amilcar (carthage),2134,2.13,25.6,9.8,4.3
5345,Quartier Didon,Acropolium de Carthage,601,0.6,7.2,2.8,1.2
5346,Temple d'Apollon,Theatre,629,0.63,7.5,2.9,1.3
5347,Temple d'Apollon,Parc des villas romaines,700,0.7,8.4,3.2,1.4
5348,Temple d'Apollon,Monastere de Bigua (maison de Tellus),734,0.73,8.8,3.4,1.5
5349,Temple d'Apollon,Maison du Cryptoportique,782,0.78,9.4,3.6,1.6
5350,Temple d'Apollon,Maison de la Basilique,851,0.85,10.2,3.9,1.7
5351,Temple d'Apollon,Maison de la Volière,846,0.85,10.1,3.9,1.7
5352,Temple d'Apollon,Maison de la Rotonde,842,0.84,10.1,3.9,1.7
5353,Temple d'Apollon,Maison des Lions,922,0.92,11.1,4.3,1.8
5354,Temple d'Apollon,Nécropole punique (Parc des villas romaines),762,0.76,9.1,3.5,1.5
5355,Temple d'Apollon,Nymphée,715,0.71,8.6,3.3,1.4
5356,Temple d'Apollon,Muraille de Thedose,1044,1.04,12.5,4.8,2.1
5357,Temple d'Apollon,Parc des thermes d'Antonin,537,0.54,6.4,2.5,1.1
5358,Temple d'Apollon,Chapelle d’Asterius,563,0.56,6.8,2.6,1.1
5359,Temple d'Apollon,Four punique,554,0.55,6.7,2.6,1.1
5360,Temple d'Apollon,Maison de la cachette,563,0.56,6.8,2.6,1.1
5361,Temple d'Apollon,Tombe de la Nécropole punique,667,0.67,8.0,3.1,1.3
5362,Temple d'Apollon,Basiliques byzantines,579,0.58,7.0,2.7,1.2
5363,Temple d'Apollon,Scholla,573,0.57,6.9,2.6,1.1
5364,Temple d'Apollon,Maison de Dionysos,643,0.64,7.7,3.0,1.3
5365,Temple d'Apollon,Nécropole punique (Parc des thermes d'antonin),660,0.66,7.9,3.0,1.3
5366,Temple d'Apollon,Thermes d'Antonin,693,0.69,8.3,3.2,1.4
5367,Temple d'Apollon,Latrines publiques,589,0.59,7.1,2.7,1.2
5368,Temple d'Apollon,Quartier Magon,318,0.32,3.8,1.5,0.6
5369,Temple d'Apollon,Tophet,1145,1.15,13.7,5.3,2.3
5370,Temple d'Apollon,Ports puniques,827,0.83,9.9,3.8,1.7
5371,Temple d'Apollon,Port militaire,718,0.72,8.6,3.3,1.4
5372,Temple d'Apollon,Port marchand,891,0.89,10.7,4.1,1.8
5373,Temple d'Apollon,Ilot de l’Amirauté,683,0.68,8.2,3.2,1.4
5374,Temple d'Apollon,Temple,698,0.7,8.4,3.2,1.4
5375,Temple d'Apollon,Hangar,707,0.71,8.5,3.3,1.4
5376,Temple d'Apollon,Colline de Byrsa,592,0.59,7.1,2.7,1.2
5377,Temple d'Apollon,Bibliotheque Tabularium,528,0.53,6.3,2.4,1.1
5378,Temple d'Apollon,Temple prostyle,537,0.54,6.4,2.5,1.1
5379,Temple d'Apollon,Grand Temple d'Esculape (d'Eshmoun),472,0.47,5.7,2.2,0.9
5380,Temple d'Apollon,Emplacement probable de la Basilique judiciaire,403,0.4,4.8,1.9,0.8
5381,Temple d'Apollon,"Absides ""Beule"" en contrebas",386,0.39,4.6,1.8,0.8
5382,Temple d'Apollon,Tombeaux puniques,518,0.52,6.2,2.4,1.0
5383,Temple d'Apollon,Musee national,494,0.49,5.9,2.3,1.0
5384,Temple d'Apollon,Tombeau punique (Ariche),554,0.55,6.6,2.6,1.1
5385,Temple d'Apollon,Emplacement de la Chapelle Saint Louis,416,0.42,5.0,1.9,0.8
5386,Temple d'Apollon,Emplacement probable de la curie,569,0.57,6.8,2.6,1.1
5387,Temple d'Apollon,Quartier Punique (Quartier Hannibal),454,0.45,5.4,2.1,0.9
5388,Temple d'Apollon,Cathedrale Saint Louis,600,0.6,7.2,2.8,1.2
5389,Temple d'Apollon,Beit El Hikma,340,0.34,4.1,1.6,0.7
5390,Temple d'Apollon,Musee Oceanographique (Dar El Hout),862,0.86,10.3,4.0,1.7
5391,Temple d'Apollon,Amphitheatre De  Carthage,1346,1.35,16.1,6.2,2.7
5392,Temple d'Apollon,Basilique Damous Karita,1236,1.24,14.8,5.7,2.5
5393,Temple d'Apollon,Rotonde ( Rotonde de Damous El Karita),1142,1.14,13.7,5.3,2.3
5394,Temple d'Apollon,Basilique Maiorum,1927,1.93,23.1,8.9,3.9
5395,Temple d'Apollon,Basilique Saint Cyprien,1675,1.67,20.1,7.7,3.3
5396,Temple d'Apollon,Musee Paleochretien Basilique de Cartagena,398,0.4,4.8,1.8,0.8
5397,Temple d'Apollon,Citernes de la Malaga,1277,1.28,15.3,5.9,2.6
5398,Temple d'Apollon,Cirque,1205,1.2,14.5,5.6,2.4
5399,Temple d'Apollon,Edifice à colonnes (Jockey club de Carthage),712,0.71,8.5,3.3,1.4
5400,Temple d'Apollon,Maison de la chasse aux sangliers,604,0.6,7.3,2.8,1.2
5401,Temple d'Apollon,Odeon,912,0.91,10.9,4.2,1.8
5402,Temple d'Apollon,Mosquée Imam Malek Ibn Anas,895,0.89,10.7,4.1,1.8
5403,Temple d'Apollon,Monument circulaire,789,0.79,9.5,3.6,1.6
5404,Temple d'Apollon,Monument circulaire(Martyrium),773,0.77,9.3,3.6,1.5
5405,Temple d'Apollon,Basilique chretienne,819,0.82,9.8,3.8,1.6
5406,Temple d'Apollon,Triconque,791,0.79,9.5,3.7,1.6
5407,Temple d'Apollon,Basilique Bir Ftouha,1973,1.97,23.7,9.1,3.9
5408,Temple d'Apollon,Maison de la course de chars,401,0.4,4.8,1.9,0.8
5409,Temple d'Apollon,Monument a absides,426,0.43,5.1,2.0,0.9
5410,Temple d'Apollon,Basilique Bir Messaouda,89,0.09,1.1,0.4,0.2
5411,Temple d'Apollon,Quartier Didon,24,0.02,0.3,0.1,0.0
5412,Temple d'Apollon,Citernes Dar Saniet,1959,1.96,23.5,9.0,3.9
5413,Temple d'Apollon,Crypte archeologique,537,0.54,6.4,2.5,1.1
5414,Temple d'Apollon,Chapelle sainte monique,1540,1.54,18.5,7.1,3.1
5415,Temple d'Apollon,Palais Essaada,3305,3.3,39.7,15.3,6.6
5416,Temple d'Apollon,Palais Abdellia,3310,3.31,39.7,15.3,6.6
5417,Temple d'Apollon,Arrondissement de la Marsa Medina,3753,3.75,45.0,17.3,7.5
5418,Temple d'Apollon,Palais Ahmed Bey,3644,3.64,43.7,16.8,7.3
5419,Temple d'Apollon,Cafe Houas,3618,3.62,43.4,16.7,7.2
5420,Temple d'Apollon,Cafe Safsaf,3639,3.64,43.7,16.8,7.3
5421,Temple d'Apollon,Kobbet el Houwa,3958,3.96,47.5,18.3,7.9
5422,Temple d'Apollon,Cafe El Hafsi,3675,3.67,44.1,17.0,7.3
5423,Temple d'Apollon,Palais Ksar Ettej,3468,3.47,41.6,16.0,6.9
5424,Temple d'Apollon,Le Vieux Souk,3581,3.58,43.0,16.5,7.2
5425,Temple d'Apollon,Les vistiges de plage d'amilcar (carthage),2158,2.16,25.9,10.0,4.3
5426,Temple d'Apollon,Acropolium de Carthage,604,0.6,7.3,2.8,1.2
5427,Citernes Dar Saniet,Theatre,1465,1.46,17.6,6.8,2.9
5428,Citernes Dar Saniet,Parc des villas romaines,1281,1.28,15.4,5.9,2.6
5429,Citernes Dar Saniet,Monastere de Bigua (maison de Tellus),1236,1.24,14.8,5.7,2.5
5430,Citernes Dar Saniet,Maison du Cryptoportique,1203,1.2,14.4,5.6,2.4
5431,Citernes Dar Saniet,Maison de la Basilique,1160,1.16,13.9,5.4,2.3
5432,Citernes Dar Saniet,Maison de la Volière,1147,1.15,13.8,5.3,2.3
5433,Citernes Dar Saniet,Maison de la Rotonde,1139,1.14,13.7,5.3,2.3
5434,Citernes Dar Saniet,Maison des Lions,1048,1.05,12.6,4.8,2.1
5435,Citernes Dar Saniet,Nécropole punique (Parc des villas romaines),1254,1.25,15.0,5.8,2.5
5436,Citernes Dar Saniet,Nymphée,1266,1.27,15.2,5.8,2.5
5437,Citernes Dar Saniet,Muraille de Thedose,1096,1.1,13.1,5.1,2.2
5438,Citernes Dar Saniet,Parc des thermes d'Antonin,1445,1.44,17.3,6.7,2.9
5439,Citernes Dar Saniet,Chapelle d’Asterius,1408,1.41,16.9,6.5,2.8
5440,Citernes Dar Saniet,Four punique,1406,1.41,16.9,6.5,2.8
5441,Citernes Dar Saniet,Maison de la cachette,1396,1.4,16.8,6.4,2.8
5442,Citernes Dar Saniet,Tombe de la Nécropole punique,1317,1.32,15.8,6.1,2.6
5443,Citernes Dar Saniet,Basiliques byzantines,1382,1.38,16.6,6.4,2.8
5444,Citernes Dar Saniet,Scholla,1394,1.39,16.7,6.4,2.8
5445,Citernes Dar Saniet,Maison de Dionysos,1327,1.33,15.9,6.1,2.7
5446,Citernes Dar Saniet,Nécropole punique (Parc des thermes d'antonin),1325,1.32,15.9,6.1,2.6
5447,Citernes Dar Saniet,Thermes d'Antonin,1328,1.33,15.9,6.1,2.7
5448,Citernes Dar Saniet,Latrines publiques,1424,1.42,17.1,6.6,2.8
5449,Citernes Dar Saniet,Quartier Magon,1742,1.74,20.9,8.0,3.5
5450,Citernes Dar Saniet,Tophet,3102,3.1,37.2,14.3,6.2
5451,Citernes Dar Saniet,Ports puniques,2771,2.77,33.3,12.8,5.5
5452,Citernes Dar Saniet,Port militaire,2667,2.67,32.0,12.3,5.3
5453,Citernes Dar Saniet,Port marchand,2835,2.83,34.0,13.1,5.7
5454,Citernes Dar Saniet,Ilot de l’Amirauté,2636,2.64,31.6,12.2,5.3
5455,Citernes Dar Saniet,Temple,2652,2.65,31.8,12.2,5.3
5456,Citernes Dar Saniet,Hangar,2664,2.66,32.0,12.3,5.3
5457,Citernes Dar Saniet,Colline de Byrsa,2060,2.06,24.7,9.5,4.1
5458,Citernes Dar Saniet,Bibliotheque Tabularium,2059,2.06,24.7,9.5,4.1
5459,Citernes Dar Saniet,Temple prostyle,2101,2.1,25.2,9.7,4.2
5460,Citernes Dar Saniet,Grand Temple d'Esculape (d'Eshmoun),2030,2.03,24.4,9.4,4.1
5461,Citernes Dar Saniet,Emplacement probable de la Basilique judiciaire,1948,1.95,23.4,9.0,3.9
5462,Citernes Dar Saniet,"Absides ""Beule"" en contrebas",1937,1.94,23.2,8.9,3.9
5463,Citernes Dar Saniet,Tombeaux puniques,2100,2.1,25.2,9.7,4.2
5464,Citernes Dar Saniet,Musee national,1969,1.97,23.6,9.1,3.9
5465,Citernes Dar Saniet,Tombeau punique (Ariche),2048,2.05,24.6,9.5,4.1
5466,Citernes Dar Saniet,Emplacement de la Chapelle Saint Louis,1946,1.95,23.4,9.0,3.9
5467,Citernes Dar Saniet,Emplacement probable de la curie,2038,2.04,24.5,9.4,4.1
5468,Citernes Dar Saniet,Quartier Punique (Quartier Hannibal),2045,2.05,24.5,9.4,4.1
5469,Citernes Dar Saniet,Cathedrale Saint Louis,2003,2.0,24.0,9.2,4.0
5470,Citernes Dar Saniet,Beit El Hikma,1716,1.72,20.6,7.9,3.4
5471,Citernes Dar Saniet,Musee Oceanographique (Dar El Hout),2805,2.8,33.7,12.9,5.6
5472,Citernes Dar Saniet,Amphitheatre De  Carthage,2460,2.46,29.5,11.4,4.9
5473,Citernes Dar Saniet,Basilique Damous Karita,904,0.9,10.8,4.2,1.8
5474,Citernes Dar Saniet,Rotonde ( Rotonde de Damous El Karita),1029,1.03,12.3,4.7,2.1
5475,Citernes Dar Saniet,Basilique Maiorum,569,0.57,6.8,2.6,1.1
5476,Citernes Dar Saniet,Basilique Saint Cyprien,306,0.31,3.7,1.4,0.6
5477,Citernes Dar Saniet,Musee Paleochretien Basilique de Cartagena,2343,2.34,28.1,10.8,4.7
5478,Citernes Dar Saniet,Citernes de la Malaga,2003,2.0,24.0,9.2,4.0
5479,Citernes Dar Saniet,Cirque,2761,2.76,33.1,12.7,5.5
5480,Citernes Dar Saniet,Edifice à colonnes (Jockey club de Carthage),1639,1.64,19.7,7.6,3.3
5481,Citernes Dar Saniet,Maison de la chasse aux sangliers,1512,1.51,18.1,7.0,3.0
5482,Citernes Dar Saniet,Odeon,1146,1.15,13.8,5.3,2.3
5483,Citernes Dar Saniet,Mosquée Imam Malek Ibn Anas,1261,1.26,15.1,5.8,2.5
5484,Citernes Dar Saniet,Monument circulaire,1460,1.46,17.5,6.7,2.9
5485,Citernes Dar Saniet,Monument circulaire(Martyrium),1396,1.4,16.8,6.4,2.8
5486,Citernes Dar Saniet,Basilique chretienne,1421,1.42,17.1,6.6,2.8
5487,Citernes Dar Saniet,Triconque,1405,1.41,16.9,6.5,2.8
5488,Citernes Dar Saniet,Basilique Bir Ftouha,1310,1.31,15.7,6.0,2.6
5489,Citernes Dar Saniet,Maison de la course de chars,1727,1.73,20.7,8.0,3.5
5490,Citernes Dar Saniet,Monument a absides,1732,1.73,20.8,8.0,3.5
5491,Citernes Dar Saniet,Basilique Bir Messaouda,2023,2.02,24.3,9.3,4.0
5492,Citernes Dar Saniet,Quartier Didon,1935,1.93,23.2,8.9,3.9
5493,Citernes Dar Saniet,Temple d'Apollon,1959,1.96,23.5,9.0,3.9
5494,Citernes Dar Saniet,Crypte archeologique,1814,1.81,21.8,8.4,3.6
5495,Citernes Dar Saniet,Chapelle sainte monique,448,0.45,5.4,2.1,0.9
5496,Citernes Dar Saniet,Palais Essaada,1856,1.86,22.3,8.6,3.7
5497,Citernes Dar Saniet,Palais Abdellia,2074,2.07,24.9,9.6,4.1
5498,Citernes Dar Saniet,Arrondissement de la Marsa Medina,2306,2.31,27.7,10.6,4.6
5499,Citernes Dar Saniet,Palais Ahmed Bey,2112,2.11,25.3,9.7,4.2
5500,Citernes Dar Saniet,Cafe Houas,2079,2.08,25.0,9.6,4.2
5501,Citernes Dar Saniet,Cafe Safsaf,2089,2.09,25.1,9.6,4.2
5502,Citernes Dar Saniet,Kobbet el Houwa,2308,2.31,27.7,10.7,4.6
5503,Citernes Dar Saniet,Cafe El Hafsi,2056,2.06,24.7,9.5,4.1
5504,Citernes Dar Saniet,Palais Ksar Ettej,1946,1.95,23.3,9.0,3.9
5505,Citernes Dar Saniet,Le Vieux Souk,2033,2.03,24.4,9.4,4.1
5506,Citernes Dar Saniet,Les vistiges de plage d'amilcar (carthage),201,0.2,2.4,0.9,0.4
5507,Citernes Dar Saniet,Acropolium de Carthage,1993,1.99,23.9,9.2,4.0
5508,Crypte archeologique,Theatre,356,0.36,4.3,1.6,0.7
5509,Crypte archeologique,Parc des villas romaines,590,0.59,7.1,2.7,1.2
5510,Crypte archeologique,Monastere de Bigua (maison de Tellus),645,0.65,7.7,3.0,1.3
5511,Crypte archeologique,Maison du Cryptoportique,647,0.65,7.8,3.0,1.3
5512,Crypte archeologique,Maison de la Basilique,664,0.66,8.0,3.1,1.3
5513,Crypte archeologique,Maison de la Volière,687,0.69,8.2,3.2,1.4
5514,Crypte archeologique,Maison de la Rotonde,708,0.71,8.5,3.3,1.4
5515,Crypte archeologique,Maison des Lions,804,0.8,9.6,3.7,1.6
5516,Crypte archeologique,Nécropole punique (Parc des villas romaines),575,0.58,6.9,2.7,1.2
5517,Crypte archeologique,Nymphée,601,0.6,7.2,2.8,1.2
5518,Crypte archeologique,Muraille de Thedose,741,0.74,8.9,3.4,1.5
5519,Crypte archeologique,Parc des thermes d'Antonin,696,0.7,8.4,3.2,1.4
5520,Crypte archeologique,Chapelle d’Asterius,680,0.68,8.2,3.1,1.4
5521,Crypte archeologique,Four punique,621,0.62,7.5,2.9,1.2
5522,Crypte archeologique,Maison de la cachette,585,0.58,7.0,2.7,1.2
5523,Crypte archeologique,Tombe de la Nécropole punique,777,0.78,9.3,3.6,1.6
5524,Crypte archeologique,Basiliques byzantines,644,0.64,7.7,3.0,1.3
5525,Crypte archeologique,Scholla,672,0.67,8.1,3.1,1.3
5526,Crypte archeologique,Maison de Dionysos,726,0.73,8.7,3.4,1.5
5527,Crypte archeologique,Nécropole punique (Parc des thermes d'antonin),772,0.77,9.3,3.6,1.5
5528,Crypte archeologique,Thermes d'Antonin,849,0.85,10.2,3.9,1.7
5529,Crypte archeologique,Latrines publiques,780,0.78,9.4,3.6,1.6
5530,Crypte archeologique,Quartier Magon,712,0.71,8.5,3.3,1.4
5531,Crypte archeologique,Tophet,1475,1.47,17.7,6.8,2.9
5532,Crypte archeologique,Ports puniques,1223,1.22,14.7,5.6,2.4
5533,Crypte archeologique,Port militaire,1112,1.11,13.3,5.1,2.2
5534,Crypte archeologique,Port marchand,1285,1.28,15.4,5.9,2.6
5535,Crypte archeologique,Ilot de l’Amirauté,1070,1.07,12.8,4.9,2.1
5536,Crypte archeologique,Temple,1081,1.08,13.0,5.0,2.2
5537,Crypte archeologique,Hangar,1072,1.07,12.9,4.9,2.1
5538,Crypte archeologique,Colline de Byrsa,249,0.25,3.0,1.1,0.5
5539,Crypte archeologique,Bibliotheque Tabularium,247,0.25,3.0,1.1,0.5
5540,Crypte archeologique,Temple prostyle,290,0.29,3.5,1.3,0.6
5541,Crypte archeologique,Grand Temple d'Esculape (d'Eshmoun),230,0.23,2.8,1.1,0.5
5542,Crypte archeologique,Emplacement probable de la Basilique judiciaire,186,0.19,2.2,0.9,0.4
5543,Crypte archeologique,"Absides ""Beule"" en contrebas",190,0.19,2.3,0.9,0.4
5544,Crypte archeologique,Tombeaux puniques,292,0.29,3.5,1.3,0.6
5545,Crypte archeologique,Musee national,161,0.16,1.9,0.7,0.3
5546,Crypte archeologique,Tombeau punique (Ariche),235,0.23,2.8,1.1,0.5
5547,Crypte archeologique,Emplacement de la Chapelle Saint Louis,176,0.18,2.1,0.8,0.4
5548,Crypte archeologique,Emplacement probable de la curie,225,0.22,2.7,1.0,0.4
5549,Crypte archeologique,Quartier Punique (Quartier Hannibal),253,0.25,3.0,1.2,0.5
5550,Crypte archeologique,Cathedrale Saint Louis,197,0.2,2.4,0.9,0.4
5551,Crypte archeologique,Beit El Hikma,716,0.72,8.6,3.3,1.4
5552,Crypte archeologique,Musee Oceanographique (Dar El Hout),1259,1.26,15.1,5.8,2.5
5553,Crypte archeologique,Amphitheatre De  Carthage,907,0.91,10.9,4.2,1.8
5554,Crypte archeologique,Basilique Damous Karita,950,0.95,11.4,4.4,1.9
5555,Crypte archeologique,Rotonde ( Rotonde de Damous El Karita),829,0.83,10.0,3.8,1.7
5556,Crypte archeologique,Basilique Maiorum,1632,1.63,19.6,7.5,3.3
5557,Crypte archeologique,Basilique Saint Cyprien,1509,1.51,18.1,7.0,3.0
5558,Crypte archeologique,Musee Paleochretien Basilique de Cartagena,704,0.7,8.5,3.3,1.4
5559,Crypte archeologique,Citernes de la Malaga,747,0.75,9.0,3.4,1.5
