user_id;preference_fonction;preference_epoque;mobilite;transport;budget_max;duree_visite_min;zone;type_tarif;nb_pois;liste_pois
user_2366;habitation, musee, culturel;Coloniale, Beylicale Houssainite, Punique;réduite;taxi;123;185;Carthage;étudiant;4;Musee Oceanographique (Dar El Hout) | Beit El Hikma | Quartier Magon | Parc des villas romaines
user_2367;musee, Equipement, religieux;Beylicale Houssainite, Punique, Romaine;réduite;voiture;76;222;Carthage;étranger;3;Ports puniques | Beit El Hikma | Tophet
user_2368;religieux;Coloniale;normale;taxi;128;100;Carthage;étudiant;3;"Musee Oceanographique (Dar El Hout) | antonin)"", "
user_2369;Equipement;Coloniale, Beylicale Houssainite;normale;à pied;32;123;Carthage;enfant;5;Musee Oceanographique (Dar El Hout) | Ports puniques | Beit El Hikma | Quartier Magon | Tophet
user_2370;religieux;Beylicale Houssainite, Coloniale;réduite;voiture;109;142;Carthage;étranger;8;"Beit El Hikma | Musee Oceanographique (Dar El Hout) | antonin)"",  | ,  | ,  | ,  | , "
user_2372;Equipement, religieux, habitation;Beylicale Houssainite, Romaine;réduite;à pied;29;212;Carthage;enfant;4;Beit El Hikma | Ports puniques | Parc des villas romaines | Quartier Magon
user_2373;Equipement, habitation;Coloniale, Beylicale Houssainite, Punique;réduite;à pied;17;131;Carthage;enseignant;3;Beit El Hikma | Ports puniques | Musee Oceanographique (Dar El Hout)
user_2376;musee, culturel;Romaine;normale;à pied;43;165;Carthage;retraité;5;Theatre | Parc des villas romaines | La colline de Byrsa | Quartier Magon | Musee Oceanographique (Dar El Hout)
user_2378;culturel, musee;Beylicale Houssainite, Punique, Romaine;normale;taxi;124;215;Carthage;resident;3;Tophet | La colline de Byrsa | Beit El Hikma
user_2379;habitation, religieux, musee;Beylicale Houssainite, Punique, Coloniale;normale;voiture;73;122;Carthage;étudiant;3;Beit El Hikma | Quartier Magon
user_2380;habitation, musee, religieux;Beylicale Houssainite;normale;vélo;80;94;Carthage;enseignant;7;Beit El Hikma | Quartier Magon | Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Ports puniques | Tophet | Theatre
user_2381;Equipement;Punique, Coloniale, Romaine;normale;voiture;123;225;Carthage;enseignant;9;"Ports puniques | Tophet | Quartier Magon | antonin)"",  | ,  | ,  | ,  | , "
user_2383;musee;Romaine, Beylicale Houssainite;normale;taxi;180;186;Carthage;étudiant;9;Theatre | Parc des villas romaines | Quartier Magon | Ports puniques | La colline de Byrsa | Musee Oceanographique (Dar El Hout) | Beit El Hikma | Tophet
user_2386;Equipement;Punique;normale;à pied;44;234;Carthage;étudiant;4;"Ports puniques | Tophet | antonin)"", "
user_2387;habitation;Beylicale Houssainite, Coloniale, Romaine;réduite;vélo;97;176;Carthage;étranger;8;Beit El Hikma | Parc des villas romaines | Quartier Magon | Musee Oceanographique (Dar El Hout) | Theatre | Ports puniques | La colline de Byrsa | Tophet
user_2388;Equipement, religieux, musee;Beylicale Houssainite, Romaine, Punique;normale;à pied;22;213;Carthage;étudiant;3;Ports puniques | Beit El Hikma | Theatre
user_2389;musee, culturel;Punique, Coloniale, Romaine;réduite;taxi;174;178;Carthage;enfant;9;"Tophet | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Ports puniques | Quartier Magon | antonin)"",  | ,  | , "
user_2392;culturel, Equipement;Beylicale Houssainite;réduite;à pied;29;90;Carthage;resident;4;Beit El Hikma | Tophet | Theatre | La colline de Byrsa
user_2393;religieux, habitation, culturel;Romaine;réduite;taxi;137;169;Carthage;retraité;4;Parc des villas romaines | Theatre | Quartier Magon | La colline de Byrsa
user_2394;culturel, habitation, Equipement;Beylicale Houssainite;réduite;voiture;117;147;Carthage;étudiant;8;Beit El Hikma | Tophet | Theatre | La colline de Byrsa | Quartier Magon | Parc des villas romaines | Ports puniques | Musee Oceanographique (Dar El Hout)
user_2395;Equipement;Romaine, Punique, Coloniale;normale;à pied;41;125;Carthage;retraité;4;Ports puniques | Parc des villas romaines | Theatre | Quartier Magon
user_2396;religieux, culturel;Punique, Beylicale Houssainite, Romaine;réduite;vélo;62;97;Carthage;étudiant;3;"Tophet | antonin)"", "
user_2397;habitation, religieux;Romaine, Beylicale Houssainite;réduite;taxi;121;186;Carthage;resident;3;Parc des villas romaines | Quartier Magon | Beit El Hikma
user_2401;religieux, musee, culturel;Punique, Beylicale Houssainite, Coloniale;normale;voiture;94;110;Carthage;enfant;4;"antonin)"",  | ,  | , "
user_2402;habitation, musee, religieux;Beylicale Houssainite, Romaine, Coloniale;normale;vélo;83;129;Carthage;enseignant;7;Beit El Hikma | Parc des villas romaines | Quartier Magon | Musee Oceanographique (Dar El Hout) | Theatre | Ports puniques | La colline de Byrsa
user_2403;Equipement, habitation, religieux;Coloniale, Beylicale Houssainite, Romaine;réduite;taxi;154;122;Carthage;étudiant;7;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques | Parc des villas romaines | Quartier Magon | Theatre | La colline de Byrsa
user_2404;culturel, Equipement;Coloniale;normale;vélo;59;120;Carthage;enseignant;3;Musee Oceanographique (Dar El Hout) | Tophet | Theatre
user_2405;religieux, habitation;Beylicale Houssainite;normale;vélo;74;123;Carthage;étranger;5;"Beit El Hikma | antonin)"",  | ,  | , "
user_2406;habitation, musee, Equipement;Coloniale, Romaine, Punique;normale;taxi;163;101;Carthage;enfant;8;Musee Oceanographique (Dar El Hout) | Parc des villas romaines | Quartier Magon | Ports puniques | Theatre | Beit El Hikma | Tophet | La colline de Byrsa
user_2407;culturel, Equipement;Punique;réduite;voiture;138;183;Carthage;étranger;9;"Tophet | Ports puniques | La colline de Byrsa | antonin)"",  | ,  | ,  | ,  | , "
user_2408;religieux, culturel, Equipement;Coloniale;normale;taxi;130;237;Carthage;enseignant;3;"Musee Oceanographique (Dar El Hout) | antonin)"", "
user_2410;Equipement;Coloniale, Romaine, Beylicale Houssainite;réduite;à pied;31;226;Carthage;enfant;3;Ports puniques | Musee Oceanographique (Dar El Hout) | Theatre
user_2412;religieux, musee, habitation;Romaine;réduite;à pied;38;168;Carthage;enseignant;4;Parc des villas romaines | Theatre | Quartier Magon | Ports puniques
user_2413;religieux, musee;Romaine;réduite;taxi;144;107;Carthage;étudiant;4;Theatre | Parc des villas romaines | Quartier Magon | Ports puniques
user_2414;habitation;Romaine, Coloniale, Beylicale Houssainite;normale;à pied;44;214;Carthage;étudiant;6;Parc des villas romaines | Quartier Magon | Theatre | Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques
user_2416;habitation;Beylicale Houssainite, Romaine;réduite;à pied;35;230;Carthage;étudiant;4;Beit El Hikma | Parc des villas romaines | Quartier Magon | Theatre
user_2418;religieux, culturel;Coloniale, Punique;normale;voiture;146;99;Carthage;retraité;9;"Musee Oceanographique (Dar El Hout) | antonin)"",  | ,  | ,  | ,  | ,  | ,  | , "
user_2419;culturel, Equipement;Punique, Romaine, Beylicale Houssainite;réduite;vélo;81;105;Carthage;étudiant;5;Tophet | Ports puniques | La colline de Byrsa | Theatre | Quartier Magon
user_2420;habitation;Punique, Romaine, Beylicale Houssainite;réduite;taxi;134;180;Carthage;étudiant;3;Quartier Magon | Parc des villas romaines | Ports puniques
user_2424;religieux, culturel, habitation;Romaine, Punique, Beylicale Houssainite;réduite;taxi;182;173;Carthage;retraité;9;"Theatre | Parc des villas romaines | La colline de Byrsa | Quartier Magon | Tophet | antonin)"",  | ,  | , "
user_2425;Equipement, culturel, habitation;Coloniale;réduite;vélo;64;234;Carthage;enfant;4;Musee Oceanographique (Dar El Hout) | Ports puniques | Tophet | Theatre
user_2429;habitation, musee;Punique, Beylicale Houssainite, Coloniale;réduite;vélo;48;104;Carthage;étranger;3;Quartier Magon | Beit El Hikma | Parc des villas romaines
user_2431;culturel, religieux;Romaine, Beylicale Houssainite;réduite;à pied;29;135;Carthage;enfant;3;Theatre | La colline de Byrsa | Parc des villas romaines
user_2432;culturel, Equipement;Beylicale Houssainite, Romaine, Punique;réduite;taxi;125;240;Carthage;étranger;3;Theatre | Beit El Hikma | La colline de Byrsa
user_2434;Equipement;Romaine;réduite;à pied;40;218;Carthage;retraité;4;Ports puniques | Theatre | Parc des villas romaines | Quartier Magon
user_2435;Equipement, culturel;Coloniale, Punique, Beylicale Houssainite;réduite;à pied;48;160;Carthage;resident;5;Ports puniques | Tophet | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Quartier Magon
user_2436;religieux, musee;Romaine;réduite;taxi;134;178;Carthage;étudiant;3;Theatre | Parc des villas romaines | Quartier Magon
user_2437;culturel, religieux, Equipement;Romaine;réduite;à pied;48;165;Carthage;étranger;5;Theatre | La colline de Byrsa | Parc des villas romaines | Ports puniques | Tophet
user_2439;culturel, musee, habitation;Beylicale Houssainite, Punique, Romaine;réduite;taxi;145;118;Carthage;étranger;6;Tophet | Beit El Hikma | La colline de Byrsa | Theatre | Quartier Magon | Ports puniques
user_2441;culturel;Punique, Coloniale;normale;taxi;188;235;Carthage;étranger;9;"Tophet | La colline de Byrsa | Ports puniques | Quartier Magon | antonin)"",  | ,  | ,  | , "
user_2442;musee, Equipement, religieux;Beylicale Houssainite, Romaine, Coloniale;réduite;vélo;58;127;Carthage;retraité;4;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques | Theatre
user_2443;Equipement;Punique;réduite;taxi;165;215;Carthage;retraité;8;"Ports puniques | Tophet | antonin)"",  | ,  | ,  | ,  | , "
user_2446;habitation, Equipement, musee;Coloniale, Punique, Romaine;normale;à pied;43;229;Carthage;enseignant;6;Ports puniques | Quartier Magon | Musee Oceanographique (Dar El Hout) | Parc des villas romaines | Tophet | Beit El Hikma
user_2447;religieux, habitation, Equipement;Coloniale, Punique, Romaine;normale;voiture;90;97;Carthage;étranger;4;"antonin)"",  | ,  | , "
user_2449;musee, habitation, Equipement;Punique, Beylicale Houssainite, Romaine;réduite;à pied;27;236;Carthage;enfant;4;Quartier Magon | Ports puniques | Beit El Hikma | Parc des villas romaines
user_2450;Equipement, culturel, musee;Beylicale Houssainite, Romaine, Punique;normale;à pied;46;194;Carthage;étudiant;6;Theatre | Ports puniques | Beit El Hikma | La colline de Byrsa | Tophet | Parc des villas romaines
user_2452;habitation;Coloniale, Punique, Romaine;réduite;voiture;126;140;Carthage;enfant;9;"Quartier Magon | Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Ports puniques | Tophet | Beit El Hikma | antonin)"",  | , "
user_2454;religieux, musee, habitation;Beylicale Houssainite, Punique;réduite;voiture;90;103;Carthage;étranger;5;"Beit El Hikma | antonin)"",  | ,  | , "
user_2455;Equipement;Romaine, Punique;réduite;voiture;87;215;Carthage;étudiant;4;Ports puniques | Parc des villas romaines | Theatre | Quartier Magon
user_2456;culturel;Romaine;normale;vélo;88;104;Carthage;enseignant;7;Theatre | La colline de Byrsa | Parc des villas romaines | Tophet | Quartier Magon | Ports puniques | Beit El Hikma
user_2459;Equipement;Romaine, Coloniale;réduite;voiture;107;96;Carthage;enfant;6;Ports puniques | Theatre | Parc des villas romaines | Quartier Magon | La colline de Byrsa | Musee Oceanographique (Dar El Hout)
user_2460;habitation, Equipement;Coloniale, Punique;normale;voiture;92;92;Carthage;étudiant;6;Quartier Magon | Musee Oceanographique (Dar El Hout) | Ports puniques | Parc des villas romaines | Beit El Hikma | Tophet
user_2463;Equipement, religieux;Coloniale;réduite;vélo;59;224;Carthage;étranger;3;Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon
user_2464;musee, Equipement;Coloniale;réduite;taxi;194;157;Carthage;enseignant;9;Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Beit El Hikma | Parc des villas romaines | Theatre | La colline de Byrsa
user_2465;habitation, religieux, musee;Beylicale Houssainite;normale;vélo;48;157;Carthage;étranger;3;Beit El Hikma | Quartier Magon | Parc des villas romaines
user_2466;habitation;Romaine, Punique, Coloniale;normale;à pied;44;156;Carthage;resident;4;Parc des villas romaines | Quartier Magon | Theatre | Ports puniques
user_2467;culturel, habitation;Romaine;normale;taxi;152;102;Carthage;resident;5;Theatre | Parc des villas romaines | La colline de Byrsa | Quartier Magon | Tophet
user_2468;habitation, religieux, culturel;Coloniale, Punique, Beylicale Houssainite;normale;voiture;119;235;Carthage;étranger;9;"Quartier Magon | Beit El Hikma | Tophet | Musee Oceanographique (Dar El Hout) | antonin)"",  | ,  | ,  | , "
user_2469;Equipement;Punique, Romaine, Beylicale Houssainite;normale;à pied;41;220;Carthage;resident;4;Ports puniques | Quartier Magon | Tophet | Parc des villas romaines
user_2470;habitation, religieux;Punique;réduite;voiture;110;221;Carthage;enseignant;7;"Quartier Magon | antonin)"",  | ,  | ,  | ,  | , "
user_2471;musee, habitation;Punique;réduite;vélo;79;218;Carthage;resident;5;"Quartier Magon | Tophet | Ports puniques | antonin)"", "
user_2472;Equipement, culturel, religieux;Punique, Romaine;normale;vélo;95;176;Carthage;enseignant;8;"Ports puniques | Tophet | La colline de Byrsa | antonin)"",  | ,  | ,  | , "
user_2473;musee, culturel, religieux;Beylicale Houssainite, Romaine;réduite;voiture;78;159;Carthage;enseignant;4;Beit El Hikma | Theatre | La colline de Byrsa | Musee Oceanographique (Dar El Hout)
user_2475;culturel, religieux, Equipement;Beylicale Houssainite, Punique;réduite;voiture;148;118;Carthage;enseignant;9;"Tophet | Beit El Hikma | La colline de Byrsa | Ports puniques | antonin)"",  | ,  | ,  | , "
user_2476;Equipement, religieux;Coloniale, Romaine;réduite;vélo;90;177;Carthage;enfant;8;Musee Oceanographique (Dar El Hout) | Ports puniques | Theatre | Parc des villas romaines | Quartier Magon | La colline de Byrsa | Tophet | Beit El Hikma
user_2477;culturel, religieux, musee;Coloniale, Romaine;normale;vélo;80;100;Carthage;resident;6;Musee Oceanographique (Dar El Hout) | Theatre | La colline de Byrsa | Tophet | Parc des villas romaines | Quartier Magon
user_2479;habitation, culturel;Beylicale Houssainite;réduite;taxi;122;119;Carthage;retraité;3;Beit El Hikma | Quartier Magon | Parc des villas romaines
user_2480;religieux, culturel;Romaine, Punique, Coloniale;réduite;taxi;150;219;Carthage;étranger;5;"Theatre | La colline de Byrsa | antonin)"",  | , "
user_2481;Equipement, religieux;Romaine, Punique, Coloniale;réduite;à pied;40;151;Carthage;enfant;4;Ports puniques | Parc des villas romaines | Theatre | Quartier Magon
user_2482;habitation, Equipement, musee;Coloniale, Beylicale Houssainite;normale;à pied;37;133;Carthage;resident;5;Musee Oceanographique (Dar El Hout) | Beit El Hikma | Quartier Magon | Parc des villas romaines | Ports puniques
user_2483;habitation, culturel;Punique, Beylicale Houssainite;normale;à pied;49;98;Carthage;resident;6;Quartier Magon | Tophet | Beit El Hikma | Parc des villas romaines | La colline de Byrsa | Ports puniques
user_2484;Equipement, culturel, religieux;Romaine;réduite;voiture;139;156;Carthage;retraité;9;Theatre | Ports puniques | Parc des villas romaines | La colline de Byrsa | Quartier Magon | Tophet | Beit El Hikma | Musee Oceanographique (Dar El Hout)
user_2485;habitation, religieux;Romaine;normale;vélo;92;148;Carthage;enseignant;7;Parc des villas romaines | Quartier Magon | Theatre | Beit El Hikma | Ports puniques | La colline de Byrsa | Tophet
user_2486;Equipement;Beylicale Houssainite, Punique, Romaine;normale;voiture;81;114;Carthage;enseignant;4;Ports puniques | Beit El Hikma | Tophet | Quartier Magon
user_2487;habitation;Romaine;normale;vélo;57;135;Carthage;étranger;4;Parc des villas romaines | Quartier Magon | Theatre | Beit El Hikma
user_2488;religieux;Punique, Beylicale Houssainite, Coloniale;réduite;taxi;130;178;Carthage;étudiant;3;"antonin)"",  | , "
user_2489;culturel, musee, Equipement;Punique, Coloniale;normale;voiture;136;176;Carthage;retraité;9;"Tophet | La colline de Byrsa | Ports puniques | Musee Oceanographique (Dar El Hout) | Quartier Magon | antonin)"",  | ,  | , "
user_2491;Equipement, culturel;Romaine, Coloniale;normale;taxi;142;238;Carthage;étudiant;4;Theatre | Ports puniques | Parc des villas romaines | La colline de Byrsa
user_2493;habitation;Coloniale;réduite;voiture;102;200;Carthage;étudiant;7;Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Parc des villas romaines | Ports puniques | Tophet | Theatre
user_2494;Equipement, religieux, habitation;Beylicale Houssainite, Coloniale;réduite;voiture;140;158;Carthage;enseignant;9;"Beit El Hikma | Ports puniques | Musee Oceanographique (Dar El Hout) | Quartier Magon | antonin)"",  | ,  | ,  | , "
user_2495;religieux;Romaine, Beylicale Houssainite, Coloniale;réduite;taxi;126;125;Carthage;retraité;3;Theatre | Parc des villas romaines | Beit El Hikma
user_2497;habitation, religieux;Beylicale Houssainite;réduite;voiture;113;230;Carthage;enseignant;8;"Beit El Hikma | Quartier Magon | Parc des villas romaines | Ports puniques | Tophet | antonin)"",  | , "
user_2498;habitation, culturel, musee;Punique;normale;voiture;146;146;Carthage;étranger;9;"Tophet | Quartier Magon | La colline de Byrsa | Parc des villas romaines | Ports puniques | antonin)"",  | ,  | , "
user_2499;culturel, musee, religieux;Punique;réduite;voiture;136;137;Carthage;resident;9;"Tophet | La colline de Byrsa | antonin)"",  | ,  | ,  | ,  | ,  | , "
user_2501;habitation, musee;Romaine;normale;voiture;101;112;Carthage;enfant;7;Parc des villas romaines | Quartier Magon | Theatre | Beit El Hikma | Ports puniques | La colline de Byrsa | Musee Oceanographique (Dar El Hout)
user_2503;Equipement, culturel;Punique, Romaine, Beylicale Houssainite;normale;vélo;86;191;Carthage;enfant;6;Ports puniques | Tophet | La colline de Byrsa | Theatre | Quartier Magon | Parc des villas romaines
user_2504;Equipement;Punique, Romaine;réduite;taxi;174;131;Carthage;resident;9;"Ports puniques | Tophet | Quartier Magon | La colline de Byrsa | antonin)"",  | ,  | ,  | , "
user_2507;religieux;Romaine;réduite;taxi;168;232;Carthage;resident;9;"Theatre | Parc des villas romaines | Quartier Magon | Ports puniques | antonin)"",  | ,  | ,  | , "
user_2508;culturel, habitation;Romaine;réduite;à pied;27;136;Carthage;étudiant;3;Theatre | Parc des villas romaines | La colline de Byrsa
user_2509;musee, culturel;Beylicale Houssainite, Punique;normale;voiture;119;102;Carthage;resident;9;"Beit El Hikma | Tophet | La colline de Byrsa | Ports puniques | Musee Oceanographique (Dar El Hout) | Quartier Magon | antonin)"",  | , "
user_2510;habitation, religieux, Equipement;Punique;normale;vélo;91;118;Carthage;enfant;7;"Quartier Magon | Ports puniques | antonin)"",  | ,  | ,  | , "
user_2511;culturel;Coloniale, Punique;normale;taxi;175;95;Carthage;enfant;9;"Tophet | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Theatre | Ports puniques | Quartier Magon | antonin)"",  | , "
user_2512;Equipement, culturel, religieux;Beylicale Houssainite, Punique, Romaine;réduite;taxi;181;125;Carthage;enfant;9;"Ports puniques | Tophet | Beit El Hikma | La colline de Byrsa | Theatre | antonin)"",  | ,  | , "
user_2513;musee, Equipement;Romaine, Punique;normale;vélo;59;187;Carthage;retraité;3;Ports puniques | Parc des villas romaines | Theatre
user_2514;culturel, Equipement, musee;Punique;normale;voiture;132;225;Carthage;étranger;9;"Tophet | Ports puniques | La colline de Byrsa | antonin)"",  | ,  | ,  | ,  | , "
user_2515;habitation, Equipement;Punique, Beylicale Houssainite, Coloniale;normale;taxi;146;100;Carthage;étudiant;6;Quartier Magon | Ports puniques | Beit El Hikma | Parc des villas romaines | Tophet
user_2516;culturel, Equipement;Romaine, Punique;normale;vélo;83;206;Carthage;retraité;5;Theatre | La colline de Byrsa | Ports puniques | Tophet | Parc des villas romaines
user_2518;religieux, Equipement;Romaine, Coloniale;réduite;taxi;168;135;Carthage;enfant;9;"Theatre | Parc des villas romaines | Ports puniques | Quartier Magon | La colline de Byrsa | Musee Oceanographique (Dar El Hout) | antonin)"",  | , "
user_2520;musee, habitation, religieux;Coloniale;normale;taxi;133;96;Carthage;retraité;5;Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Parc des villas romaines | Ports puniques
user_2521;culturel;Beylicale Houssainite, Coloniale, Romaine;réduite;taxi;147;147;Carthage;étranger;6;Beit El Hikma | Theatre | La colline de Byrsa | Musee Oceanographique (Dar El Hout) | Tophet | Parc des villas romaines
user_2522;religieux;Beylicale Houssainite;normale;taxi;194;226;Carthage;étudiant;9;"Beit El Hikma | antonin)"",  | ,  | ,  | ,  | ,  | ,  | , "
user_2523;culturel;Romaine;normale;taxi;187;125;Carthage;étudiant;9;Theatre | La colline de Byrsa | Parc des villas romaines | Tophet | Quartier Magon | Ports puniques | Beit El Hikma | Musee Oceanographique (Dar El Hout)
user_2526;musee, habitation;Romaine, Coloniale, Beylicale Houssainite;réduite;vélo;90;167;Carthage;étranger;8;Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Quartier Magon | Theatre | Beit El Hikma | Ports puniques | La colline de Byrsa | Tophet
user_2528;religieux, musee;Coloniale, Romaine;normale;voiture;78;185;Carthage;retraité;3;Musee Oceanographique (Dar El Hout) | Theatre | Parc des villas romaines
user_2529;religieux, habitation;Coloniale;réduite;voiture;92;136;Carthage;étudiant;6;"Musee Oceanographique (Dar El Hout) | antonin)"",  | ,  | ,  | , "
user_2530;musee, religieux, habitation;Romaine, Coloniale;réduite;vélo;72;106;Carthage;enfant;5;Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Theatre | Quartier Magon | Ports puniques
user_2531;culturel;Coloniale, Romaine, Beylicale Houssainite;réduite;voiture;131;178;Carthage;enfant;9;Theatre | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Parc des villas romaines | Tophet | Quartier Magon | Ports puniques | Beit El Hikma
user_2532;Equipement, culturel, habitation;Romaine, Beylicale Houssainite;normale;vélo;79;120;Carthage;étudiant;6;Theatre | Ports puniques | Parc des villas romaines | La colline de Byrsa | Quartier Magon | Beit El Hikma
user_2533;habitation, culturel;Coloniale;réduite;taxi;144;170;Carthage;resident;6;Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Parc des villas romaines | Tophet | Theatre
user_2534;musee, Equipement, habitation;Beylicale Houssainite;normale;voiture;112;232;Carthage;resident;8;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Parc des villas romaines | Tophet | Theatre | La colline de Byrsa
user_2535;Equipement;Coloniale, Beylicale Houssainite;réduite;voiture;96;164;Carthage;étranger;6;Musee Oceanographique (Dar El Hout) | Ports puniques | Beit El Hikma | Quartier Magon | Tophet | Parc des villas romaines
user_2537;Equipement, musee, religieux;Punique, Coloniale, Beylicale Houssainite;réduite;à pied;44;153;Carthage;retraité;5;"Ports puniques | Musee Oceanographique (Dar El Hout) | antonin)"",  | , "
user_2538;culturel;Coloniale;normale;vélo;76;147;Carthage;étudiant;5;Musee Oceanographique (Dar El Hout) | Tophet | Theatre | La colline de Byrsa | Ports puniques
user_2540;habitation, Equipement, musee;Beylicale Houssainite, Coloniale, Romaine;normale;taxi;174;232;Carthage;resident;9;Beit El Hikma | Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Quartier Magon | Ports puniques | Theatre | La colline de Byrsa | Tophet
user_2542;religieux, habitation;Romaine;réduite;voiture;100;95;Carthage;étudiant;5;Parc des villas romaines | Theatre | Quartier Magon | Ports puniques
user_2543;Equipement, religieux;Beylicale Houssainite;normale;taxi;129;142;Carthage;enseignant;4;Beit El Hikma | Ports puniques | Quartier Magon | Tophet
user_2544;habitation;Coloniale;réduite;vélo;58;181;Carthage;étudiant;4;Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Parc des villas romaines
user_2545;musee, Equipement, habitation;Beylicale Houssainite, Punique, Romaine;normale;taxi;141;105;Carthage;retraité;6;Ports puniques | Beit El Hikma | Quartier Magon | Tophet | Parc des villas romaines | Musee Oceanographique (Dar El Hout)
user_2546;habitation;Beylicale Houssainite, Punique;réduite;à pied;23;97;Carthage;enfant;3;Beit El Hikma | Quartier Magon | Parc des villas romaines
user_2547;habitation, religieux, culturel;Beylicale Houssainite, Coloniale, Romaine;réduite;voiture;123;139;Carthage;enseignant;9;Beit El Hikma | Parc des villas romaines | Quartier Magon | Musee Oceanographique (Dar El Hout) | Theatre | Ports puniques | La colline de Byrsa | Tophet
user_2548;habitation, musee;Coloniale, Punique, Beylicale Houssainite;normale;taxi;116;113;Carthage;étudiant;3;Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma
user_2551;Equipement, religieux, habitation;Punique, Beylicale Houssainite, Coloniale;réduite;taxi;131;151;Carthage;enfant;3;"Ports puniques | antonin)"", "
user_2552;habitation;Beylicale Houssainite, Coloniale;normale;taxi;123;174;Carthage;resident;4;Beit El Hikma | Quartier Magon | Parc des villas romaines | Musee Oceanographique (Dar El Hout)
user_2553;Equipement, musee, religieux;Romaine, Punique;réduite;taxi;160;149;Carthage;resident;6;Ports puniques | Parc des villas romaines | Theatre | Quartier Magon | La colline de Byrsa | Tophet
user_2554;musee, religieux;Coloniale, Beylicale Houssainite;normale;à pied;32;95;Carthage;étudiant;5;Musee Oceanographique (Dar El Hout) | Beit El Hikma | Ports puniques | Quartier Magon | Tophet
user_2555;Equipement, religieux;Romaine, Punique, Coloniale;normale;vélo;68;174;Carthage;étranger;4;Ports puniques | Parc des villas romaines | Theatre | Quartier Magon
user_2556;religieux;Romaine, Beylicale Houssainite, Coloniale;normale;taxi;135;122;Carthage;étudiant;4;Theatre | Parc des villas romaines | Beit El Hikma | Quartier Magon
user_2558;religieux;Beylicale Houssainite, Coloniale, Punique;normale;voiture;65;107;Carthage;étudiant;3;"Beit El Hikma | antonin)"", "
user_2559;Equipement, musee, habitation;Punique;normale;taxi;157;207;Carthage;retraité;6;"Ports puniques | Tophet | Quartier Magon | antonin)"",  | , "
user_2560;religieux, culturel, habitation;Punique, Romaine;normale;à pied;46;121;Carthage;étudiant;5;"Tophet | antonin)"",  | ,  | , "
user_2562;culturel;Coloniale;normale;à pied;26;206;Carthage;étudiant;3;Musee Oceanographique (Dar El Hout) | Tophet | Theatre
user_2563;religieux, musee, habitation;Punique, Romaine, Coloniale;normale;taxi;139;110;Carthage;retraité;4;"antonin)"",  | ,  | , "
user_2565;habitation, culturel;Punique, Beylicale Houssainite, Coloniale;réduite;vélo;95;175;Carthage;étudiant;8;"Quartier Magon | Tophet | Beit El Hikma | Parc des villas romaines | La colline de Byrsa | Ports puniques | antonin)"", "
user_2566;religieux, musee;Beylicale Houssainite, Romaine;réduite;vélo;85;116;Carthage;retraité;7;"Beit El Hikma | Theatre | Parc des villas romaines | antonin)"",  | ,  | , "
user_2567;Equipement;Beylicale Houssainite, Punique;normale;voiture;103;121;Carthage;enseignant;6;"Ports puniques | Beit El Hikma | Tophet | Quartier Magon | antonin)"", "
user_2568;musee, religieux;Coloniale, Punique, Beylicale Houssainite;normale;voiture;117;202;Carthage;étranger;8;"Musee Oceanographique (Dar El Hout) | antonin)"",  | ,  | ,  | ,  | ,  | , "
user_2569;habitation, Equipement;Beylicale Houssainite, Punique;réduite;vélo;94;215;Carthage;enfant;8;"Beit El Hikma | Quartier Magon | Ports puniques | Parc des villas romaines | Tophet | antonin)"",  | , "
user_2571;habitation, religieux, culturel;Coloniale, Romaine, Beylicale Houssainite;normale;à pied;21;90;Carthage;enfant;3;Parc des villas romaines | Quartier Magon | Beit El Hikma
user_2573;religieux, habitation, Equipement;Beylicale Houssainite, Romaine, Punique;normale;vélo;68;125;Carthage;enseignant;5;Beit El Hikma | Parc des villas romaines | Quartier Magon | Ports puniques
user_2575;culturel, habitation;Punique, Beylicale Houssainite;normale;voiture;137;132;Carthage;enseignant;9;"Tophet | La colline de Byrsa | Quartier Magon | Ports puniques | Beit El Hikma | antonin)"",  | ,  | , "
